sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,gsep_fluence_gt10MeV,m_type2_onset_time,dh_type2_onset_time,start_fr,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end,Flag
gsep_224,psep_223,cdaw_sep_068,7/22/2002 6:25,7/21/2002 3:20,7/23/2002 10:25,28,lasco_6383,7/20/2002 20:43,7/20/2002 22:06,360,360,1941,1941,gid_soho_9858,7/20/2002 21:04,7/20/2002 21:30,26,-100,-13,X3.3,,TRUE,,28,21.62,2.51,,,7060000,974000,,,28.5,7/23/2002 10:25,65545561,7/20/2002 21:07,7/20/2002 21:30,10000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Behind Eastern Limb event,7/21/2002 18:25,7/25/2002 3:55,1
gsep_225,psep_224,cdaw_sep_069,8/14/2002 9:00,8/14/2002 2:50,8/14/2002 16:20,26,lasco_6506,8/14/2002 1:39,8/14/2002 2:30,133,133,1309,1309,gid_soho_10087,8/14/2002 1:47,8/14/2002 2:12,25,54,9,M2.3,10061,FALSE,,26,19.17,1.18,,,627000,117000,,,26.4,8/14/2002 16:20,6354732,8/14/2002 1:57,8/14/2002 2:20,1000,1,P,,,Fe-rich;e-rich;p-poor; ,,8/13/2002 21:00,8/15/2002 3:20,1
gsep_226,psep_225,,8/16/2002 18:05,,,,lasco_6522,8/16/2002 12:01,8/16/2002 12:30,360,360,1585,1585,gid_soho_10106,8/16/2002 11:32,8/16/2002 12:32,60,-20,-14,M5.2,10069,FALSE,,,4.54,1.07,,,915000,332000,,,4.88,8/17/2002 15:50,4586138,,8/16/2002 12:20,14000,0,P,,,Fe-rich;e-rich;p-poor; ,Type II Radio burst From CDAW list,8/16/2002 6:05,8/18/2002 20:05,0
gsep_226_1,,,8/18/2002 22:00,,,,,,8/18/2002 21:54,140,,682,,,8/18/2002 21:12,8/18/2002 21:25,13,20,-10,M2.2,10069,FALSE,,,,,,,,,,,3.7,8/19/2002 8:20,1968433,,,,0,P,,,,Flare data from LMSAL-HEK,8/18/2002 10:00,8/19/2002 19:00,0
gsep_226_2,,,8/20/2002 9:00,,,,,,8/20/2002 1:54,157,,961,,,8/20/2002 1:33,8/20/2002 1:40,7,35,-10,M5.0,10069,FALSE,,,,,,,,,,,2.53,8/20/2002 11:20,485005,,,,0,P,,,,Flare data from LMSAL-HEK,8/19/2002 21:00,8/20/2002 18:00,0
gsep_227,psep_226,cdaw_sep_070,8/22/2002 4:40,8/22/2002 2:40,8/22/2002 9:40,36,lasco_6561,8/22/2002 1:13,8/22/2002 2:06,360,48,998,248,gid_soho_10197,8/22/2002 1:47,8/22/2002 1:57,10,62,-7,M5.4,10069,FALSE,,36,29.6,9.85,2.97,0.92,1440000,397000,134000,52600,36.4,8/22/2002 9:40,17556062,8/22/2002 1:55,,,1,P,,,Fe-rich; ;p-rich; ,,8/21/2002 16:40,8/23/2002 3:25,1
gsep_228,psep_227,cdaw_sep_071,8/24/2002 1:40,8/24/2002 1:30,8/24/2002 8:35,317,lasco_6580,8/24/2002 0:51,8/24/2002 1:27,360,360,1913,1913,gid_soho_10218,8/24/2002 0:49,8/24/2002 1:12,23,81,-2,X3.1,10069,FALSE,,317,241.41,104.46,39.6,15.58,19900000,3060000,855000,296000,317,8/24/2002 8:35,314451195,8/24/2002 1:09,8/24/2002 1:45,5000,1,P,,,Fe-rich; ;p-rich; ,,8/23/2002 13:40,8/26/2002 15:45,1
gsep_229,psep_228,cdaw_sep_072,9/7/2002 4:40,9/6/2002 3:50,9/7/2002 16:50,28,lasco_6660,9/5/2002 16:26,9/5/2002 16:54,360,360,1748,1748,gid_soho_10331,9/5/2002 16:18,9/5/2002 17:06,48,-28,9,C5.2,10102,FALSE,,208,145.94,2.86,,,2340000,289000,,,208,9/7/2002 16:50,28558400,9/5/2002 16:35,9/5/2002 16:55,14000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,9/6/2002 16:40,9/8/2002 15:35,1
gsep_230,psep_229,,11/1/2002 18:40,,,,,,,,,,,,,,,,,,,TRUE,,,2.54,,,,191000,,,,2.13,11/2/2002 0:15,2327627,,,,0,P,,,,SRAG-SEP considers this as a farside event.,11/1/2002 6:40,11/4/2002 9:10,0
gsep_231,psep_230,cdaw_sep_073,11/9/2002 19:20,11/9/2002 15:25,11/10/2002 5:40,404,lasco_7004,11/9/2002 13:06,11/9/2002 13:31,360,360,1838,1838,gid_soho_10820,11/9/2002 13:08,11/9/2002 13:23,15,29,-12,M4.6,10180,FALSE,,404,278,8.04,0.87,,8290000,457000,126000,,404,11/10/2002 5:40,142556892,11/9/2002 13:17,11/9/2002 13:20,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,11/9/2002 7:20,11/11/2002 7:40,1
gsep_232,psep_231,,11/25/2002 5:40,,,,lasco_7072,11/24/2002 19:52,11/24/2002 20:30,360,360,1077,1077,,11/24/2002 18:47,11/24/2002 19:18,31,-27,10,C1.8,,TRUE,,,2.73,,,,325000,,,,2.22,11/27/2002 5:00,1536153,,,,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Peak observed post-shock; Filament eruption,11/24/2002 17:40,11/27/2002 10:00,0
gsep_233,psep_232,,12/20/2002 0:00,,,,lasco_7151,12/19/2002 21:16,12/19/2002 22:06,360,360,1092,1092,gid_soho_11074,12/19/2002 21:34,12/19/2002 21:53,19,10,16,M2.7,10229,FALSE,,,3.86,,,,127000,,,,4.22,12/20/2002 2:15,1476209,,12/19/2002 21:45,14000,0,P,,,Fe-rich;e-rich;p-poor; ,Type II Radio burst From CDAW list,12/19/2002 12:00,12/21/2002 0:00,0
gsep_234,psep_233,cdaw_sep_074,5/28/2003 23:40,5/28/2003 4:15,5/29/2003 15:30,31,lasco_7763,5/28/2003 0:13,5/28/2003 0:50,360,360,1366,1366,gid_soho_11658,5/28/2003 0:17,5/28/2003 0:27,10,20,-7,X3.6,10365,FALSE,,121,86.55,2.4,0.69,0.52,2740000,272000,116000,60700,121,5/29/2003 15:30,38270555,5/28/2003 0:26,5/28/2003 1:00,1000,1,P,,,Fe-rich;e-rich;p-poor; ,Flare location verified by SRAG-SEP List; Peak observed post-shock.,5/28/2003 11:40,5/30/2003 7:25,1
gsep_235,psep_234,cdaw_sep_075,5/31/2003 4:25,5/31/2003 3:00,5/31/2003 6:45,27,lasco_7772,5/31/2003 2:14,5/31/2003 2:30,360,360,1835,1835,gid_soho_11678,5/31/2003 2:13,5/31/2003 2:24,11,65,-7,M9.3,10365,FALSE,,27,22.46,5.43,1.69,0.58,810000,187000,59200,22900,27,5/31/2003 6:45,9774852,5/31/2003 2:20,5/31/2003 3:00,1000,1,P,,,Fe-rich;e-rich;p-poor; ,,5/30/2003 16:25,5/31/2003 23:30,1
gsep_236,psep_235,cdaw_sep_076,6/19/2003 0:15,6/18/2003 9:15,6/19/2003 4:50,24,lasco_7836,6/17/2003 22:32,6/17/2003 23:18,360,360,1813,1813,gid_soho_11823,6/17/2003 22:27,6/17/2003 22:55,28,-58,-8,M6.8,10386,FALSE,,24,24.71,0.89,,,2240000,167000,,,16,6/19/2003 6:20,4317830,6/17/2003 22:48,6/17/2003 22:50,10000,1,S,,Missing recordings of a channel,,Flare location verified by SRAG-SEP List; Data Gaps,6/18/2003 12:15,6/19/2003 9:00,1
gsep_237,psep_236,,10/23/2003 0:45,,,,lasco_8143,10/22/2003 8:29,10/22/2003 8:30,267,267,719,719,gid_soho_12289,10/22/2003 9:37,10/22/2003 9:56,19,-89,-16,M1.7,10486,FALSE,,,5.62,,,,440000,,,,2.6,10/23/2003 13:45,1454898,,,,0,P,Poor fit for CME launch time ,,,,10/22/2003 12:45,10/24/2003 17:35,0
gsep_238,psep_237,cdaw_sep_077,10/26/2003 18:25,10/26/2003 18:00,10/26/2003 22:35,466,lasco_8163,10/26/2003 17:33,10/26/2003 17:54,171,171,1537,1537,gid_soho_12323,10/26/2003 17:21,10/26/2003 18:19,58,38,2,X1.2,10484,FALSE,,466,458.32,25.43,2.77,0.65,13800000,960000,128000,37900,466,10/26/2003 22:35,179562755,10/26/2003 17:35,10/26/2003 17:45,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,10/26/2003 6:25,10/27/2003 18:30,1
gsep_239,psep_238,cdaw_sep_078,10/28/2003 12:15,10/28/2003 11:45,10/29/2003 6:15,5780,lasco_8174,10/28/2003 11:01,10/28/2003 11:30,360,360,2459,2459,gid_soho_12344,10/28/2003 9:51,10/28/2003 11:10,79,-8,-16,X17.2,10486,FALSE,,29500,25849.21,3098.57,388.29,50.17,839000000,148000000,18200000,2480000,29500,10/29/2003 6:15,11840011899,10/28/2003 11:02,10/28/2003 11:10,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,10/28/2003 0:15,10/29/2003 21:35,1
gsep_240,psep_239,cdaw_sep_079,10/29/2003 21:45,10/29/2003 21:55,10/30/2003 19:35,2790,lasco_8176,10/29/2003 20:35,10/29/2003 20:54,360,360,2029,2029,gid_soho_12347,10/29/2003 20:37,10/29/2003 20:49,12,2,-15,X10.0,10486,FALSE,,3300,3238.28,613.87,151.22,42.72,158000000,27300000,5370000,1240000,3300,10/30/2003 19:35,2033215266,10/29/2003 20:40,10/29/2003 20:55,11000,1,P,,,Fe-poor; ;p-rich; shock passage,,10/29/2003 9:45,10/31/2003 10:45,1
gsep_241,,cdaw_sep_080,11/2/2003 10:55,11/2/2003 10:55,11/2/2003 14:15,30,lasco_8185,11/2/2003 9:00,11/2/2003 9:30,360,360,2036,2036,,,,,125,10,C3.8,10484,TRUE,,30,,,,,,,,,30.1,11/2/2003 14:15,5339702,11/2/2003 9:16,,,1,P,,,,Flare location verified by SRAG-SEP List; Behind Western Limb - SRAG-SEP,11/1/2003 22:55,11/2/2003 17:10,1
gsep_242,psep_240,cdaw_sep_081,11/2/2003 17:20,11/2/2003 17:35,11/3/2003 8:15,1570,lasco_8187,11/2/2003 17:15,11/2/2003 17:30,360,360,2598,2598,gid_soho_12383,11/2/2003 17:03,11/2/2003 17:25,22,56,-14,X8.3,10486,FALSE,,1570,1445.06,287.93,62.64,20,108000000,9610000,1370000,300000,1570,11/3/2003 8:15,1428506056,11/2/2003 17:14,11/2/2003 17:30,12000,1,P,,,Fe-poor; ;p-rich; shock passage,,11/2/2003 5:20,11/4/2003 19:30,1
gsep_243,psep_241,cdaw_sep_082,11/4/2003 22:25,11/4/2003 22:15,11/5/2003 6:00,353,lasco_8194,11/4/2003 19:38,11/4/2003 19:54,360,360,2657,2657,gid_soho_12396,11/4/2003 19:29,11/4/2003 19:50,21,83,-19,X28.0,10486,FALSE,,353,326.98,34.65,3.53,1.16,16900000,1870000,324000,107000,353,11/5/2003 6:00,201433706,11/4/2003 19:42,11/4/2003 20:00,10000,1,P,,,Fe-poor; ;p-rich; shock passage,,11/4/2003 10:25,11/6/2003 23:10,1
gsep_244,psep_242,,11/20/2003 8:20,,,,lasco_8234,11/20/2003 7:20,11/20/2003 8:06,360,360,669,669,gid_soho_12457,11/20/2003 7:35,11/20/2003 7:47,12,8,1,M9.6,10501,FALSE,,,8.17,1.19,,,268000,55500,,,6.12,11/20/2003 11:15,2153682,,,,0,P,This SEP has the same source eruption as psep_243,,Fe-rich;e-rich;p-poor; ,,11/19/2003 20:20,11/21/2003 4:30,0
gsep_245,psep_243,cdaw_sep_083,11/21/2003 21:45,11/21/2003 16:30,11/22/2003 2:30,14,,,11/20/2003 23:53,52,52,494,494,gid_soho_12456,11/20/2003 23:42,11/20/2003 23:53,11,17,2,M5.8,10501,FALSE,,14,16.53,1.36,,,2480000,286000,,,13.9,11/22/2003 2:30,16630134,,,,1,P,,,,CME Data verified by SRAG-SEP List,11/21/2003 9:45,11/23/2003 22:55,1
gsep_246,psep_244,cdaw_sep_084,12/2/2003 13:25,12/2/2003 12:25,12/2/2003 18:20,89,lasco_8265,12/2/2003 10:15,12/2/2003 10:50,150,150,1393,1393,gid_soho_12522,12/2/2003 10:47,12/2/2003 11:49,62,92,-14,C8.0,10508,FALSE,,89,104.76,2.44,,,4410000,275000,,,88.9,12/2/2003 18:20,43355864,,12/2/2003 11:00,14000,1,P,,Large data gap,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb; Type II Radio burst From CDAW list,12/2/2003 1:25,12/4/2003 5:55,1
gsep_247,psep_245,cdaw_sep_085,4/11/2004 11:35,4/11/2004 6:10,4/11/2004 18:45,35,lasco_8637,4/11/2004 3:53,4/11/2004 4:30,314,314,1645,1645,gid_soho_12894,4/11/2004 3:54,4/11/2004 4:19,25,46,-16,C9.6,10588,FALSE,,35,45.03,1.9,,,2030000,163000,,,35.5,4/11/2004 18:45,16575282,,4/11/2004 4:20,14000,1,P,,,Fe-rich; ;p-rich; ,Type II Radio burst From CDAW list,4/10/2004 23:35,4/12/2004 13:20,1
gsep_248,psep_246,,7/22/2004 18:30,,,,,,7/22/2004 8:30,132,151,899,700,gid_soho_13174,7/22/2004 7:41,7/22/2004 7:59,18,-10,4,C5.3,10652,FALSE,,,5.9,1.47,,,621000,229000,,,4.29,7/23/2004 19:15,3146888,,,,0,P,,,Fe-rich;e-rich;p-poor; ,CME Data verified by SRAG-SEP List,7/22/2004 6:30,7/24/2004 12:20,0
gsep_249,psep_247,cdaw_sep_086,7/25/2004 18:25,7/25/2004 16:55,7/26/2004 22:50,77,lasco_8992,7/25/2004 14:32,7/25/2004 14:54,360,360,1333,1333,gid_soho_13202,7/25/2004 14:19,7/25/2004 15:14,55,33,8,M1.1,10652,FALSE,,2090,2350.25,20.16,1.11,,13400000,595000,172000,,2090,7/26/2004 22:50,136716885,7/25/2004 15:21,7/25/2004 15:00,1000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,7/25/2004 6:25,7/27/2004 7:00,1
gsep_250,psep_248,,7/31/2004 20:45,,,,lasco_9012,7/31/2004 5:43,7/31/2004 5:54,197,197,1192,1192,gid_soho_13238,7/31/2004 5:16,7/31/2004 6:57,101,105,8,C8.4,10652,FALSE,,,9.12,1.91,,,579000,199000,,,7.89,8/1/2004 21:50,3341905,,7/31/2004 7:10,1000,0,P,Poor fit for CME launch time ,,,Flare location verified by SRAG-SEP List; Behind Western Limb,7/31/2004 8:45,8/2/2004 11:15,0
gsep_251,psep_249,cdaw_sep_087,9/13/2004 21:05,9/13/2004 20:00,9/14/2004 0:05,273,lasco_9110,9/12/2004 0:22,9/12/2004 0:36,360,360,1328,1328,gid_soho_13394,9/12/2004 0:04,9/12/2004 0:56,52,-49,3,M4.8,10672,FALSE,,273,315.71,5.24,0.98,,14500000,486000,205000,,273,9/14/2004 0:05,129857607,9/13/2004 0:23,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,9/13/2004 9:05,9/15/2004 0:05,1
gsep_252,psep_250,cdaw_sep_088,9/19/2004 19:25,9/19/2004 18:10,9/20/2004 1:00,57,,,,,,,,gid_soho_13411,9/19/2004 16:46,9/19/2004 17:12,26,58,3,M1.9,10672,FALSE,,57,56.42,6.17,3.04,2.92,1950000,379000,146000,73300,57.3,9/20/2004 1:00,17565298,9/19/2004 16:56,,,1,P,,,Fe-poor; ;p-rich; shock passage,,9/19/2004 7:25,9/20/2004 11:05,1
gsep_253,psep_251,,10/30/2004 10:15,,,,lasco_9229,10/30/2004 5:41,10/30/2004 6:54,360,360,422,422,gid_soho_13500,10/30/2004 6:08,10/30/2004 6:18,10,22,13,M4.2,10691,FALSE,,,3.96,,,,337000,,,,2.68,10/30/2004 20:50,1284307,,10/30/2004 6:40,4000,0,P,,,Fe-rich;e-rich;p-poor; ,Type II Radio burst From CDAW list,10/29/2004 22:15,10/31/2004 17:50,0
gsep_254,psep_252,cdaw_sep_089,11/1/2004 6:55,11/1/2004 6:10,11/1/2004 8:05,63,lasco_9242,10/30/2004 5:25,11/1/2004 6:06,146,266,925,925,,,,,,,,,TRUE,,63,58.3,12.1,2.82,0.73,1580000,375000,115000,46000,63.1,11/1/2004 8:05,14886399,,,,1,P,,,Fe-rich; ;p-rich; ,,10/31/2004 18:55,11/1/2004 18:30,1
gsep_255,psep_253,cdaw_sep_090,11/7/2004 19:10,11/7/2004 18:25,11/8/2004 1:15,495,lasco_9267,11/7/2004 16:15,11/7/2004 16:54,360,360,1759,1759,gid_soho_13573,11/7/2004 15:42,11/7/2004 16:06,24,17,9,X2.0,10696,FALSE,,495,522.56,16.29,1.74,,13800000,452000,74700,,495,11/8/2004 1:15,154469849,11/7/2004 15:59,11/7/2004 16:25,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,11/7/2004 7:10,11/8/2004 14:10,1
gsep_256,psep_254,,11/8/2004 17:20,,,,lasco_9272,11/8/2004 14:02,11/8/2004 14:54,23,23,605,605,,,,,,,,,TRUE,,,144.11,4.62,,,6390000,227000,,,124,11/9/2004 0:40,58612694,,,,0,P,,,,CME Data verified by SRAG-SEP List,11/8/2004 5:20,11/9/2004 19:50,1
gsep_257,,cdaw_sep_091,11/9/2004 20:00,11/9/2004 20:00,11/9/2004 21:30,82,lasco_9275,11/9/2004 16:56,11/9/2004 17:26,360,360,2000,2000,gid_soho_13588,11/9/2004 16:59,11/9/2004 17:19,20,51,8,M8.9,10696,FALSE,,82,,,,,,,,,82.4,11/9/2004 21:30,11661466,11/9/2004 17:24,11/9/2004 17:35,14000,1,P,"Taken from CDAW -    SOHO shock 09/18:24 UT (unrelated, 07/16:54, prev. event)",,,,11/9/2004 8:00,11/10/2004 3:00,1
gsep_258,psep_255,cdaw_sep_092,11/10/2004 3:05,11/10/2004 3:15,11/10/2004 16:55,424,lasco_9277,11/10/2004 2:05,11/10/2004 2:26,360,360,3387,3387,gid_soho_13595,11/10/2004 1:59,11/10/2004 2:13,14,49,9,X2.5,10696,FALSE,,424,415.2,30.19,4.15,1.08,22200000,2100000,425000,160000,424,11/10/2004 16:55,259746504,11/10/2004 2:07,11/10/2004 2:25,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,11/9/2004 15:05,11/12/2004 17:35,1
gsep_259,psep_256,,12/3/2004 13:30,,,,lasco_9347,12/2/2004 23:44,12/3/2004 0:26,360,360,1216,1216,gid_soho_13640,12/2/2004 23:44,12/3/2004 0:06,22,2,8,M1.5,10708,FALSE,,,5.15,,,,695000,,,,3.18,12/3/2004 21:25,1605763,,12/3/2004 0:07,10000,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Type II Radio burst From CDAW list,12/3/2004 1:30,12/5/2004 7:10,0
gsep_260,psep_257,,1/15/2005 7:55,,,,,,1/15/2005 6:30,360,360,2049,2049,gid_soho_13751,1/15/2005 5:54,1/15/2005 6:38,44,-4,16,M8.6,10720,FALSE,,,10.66,2.14,0.83,,349000,81700,35700,,14.2,1/15/2005 19:15,2879273,,1/15/2005 6:15,14000,0,P,This SEP has the same source eruption as psep_258,Brief data gap,Fe-poor; ;p-rich; no shock passage,Type II Radio burst From CDAW list,1/14/2005 19:55,1/15/2005 20:25,0
gsep_261,psep_258,cdaw_sep_093,1/16/2005 2:10,1/16/2005 1:05,1/16/2005 18:40,365,lasco_9469,1/15/2005 22:36,1/15/2005 23:06,360,360,2861,2861,gid_soho_13737,1/15/2005 22:25,1/15/2005 23:02,37,5,15,X2.6,10720,FALSE,,365,356.2,30.63,2.75,,21800000,1620000,184000,,365,1/16/2005 18:40,269850620,1/15/2005 22:24,1/15/2005 23:00,3000,1,P,This SEP has the same source eruption as psep_257,,Fe-poor; ;p-rich; shock passage,,1/15/2005 14:10,1/17/2005 12:15,1
gsep_262,psep_259,cdaw_sep_094,1/17/2005 12:25,1/17/2005 12:40,1/17/2005 17:50,5040,lasco_9474,1/17/2005 9:38,1/17/2005 9:54,360,360,2547,2094,gid_soho_13763,1/17/2005 6:59,1/17/2005 9:52,173,25,15,X3.8,10720,FALSE,,5040,4220.47,771.52,72.48,7.24,176000000,29100000,2910000,322000,5040,1/17/2005 17:50,2491378227,1/17/2005 9:43,1/17/2005 10:00,6100,1,P,,,Fe-poor; ;p-rich; shock passage,,1/17/2005 0:25,1/19/2005 14:00,1
gsep_263,psep_260,cdaw_sep_095,1/20/2005 6:40,1/20/2005 6:55,1/20/2005 8:10,1860,lasco_9485,1/20/2005 5:55,1/20/2005 6:54,360,360,882,3256,gid_soho_13789,1/20/2005 6:36,1/20/2005 7:01,25,61,14,X7.1,10720,FALSE,,1860,2684.11,1405.89,861.13,480,73600000,24600000,8740000,3220000,1860,1/20/2005 8:10,793216080,1/20/2005 6:44,1/20/2005 7:15,14000,1,P,,,Fe-rich; ;p-rich; ,,1/19/2005 18:40,1/22/2005 0:20,1
gsep_264,psep_261,,5/6/2005 22:35,,,,,,5/6/2005 11:54,129,129,1120,1120,gid_soho_13886,5/6/2005 11:11,5/6/2005 11:28,17,76,-4,M1.3,10756,FALSE,,,5.67,,,,627000,,,,3.28,5/7/2005 9:45,1821414,,,,0,P,,,Fe-rich;e-rich;p-poor; ,CME Data verified by SRAG-SEP List; Papaionnau et al. (2016) data was erroneous for flare start and end times.,5/6/2005 10:35,5/7/2005 21:20,0
gsep_265,psep_262,cdaw_sep_096,5/14/2005 5:25,5/13/2005 18:45,5/15/2005 2:40,338,lasco_9887,5/13/2005 16:40,5/13/2005 17:12,360,360,1689,1689,gid_soho_13940,5/13/2005 16:13,5/13/2005 16:57,44,-11,12,M8.0,10759,FALSE,,3140,4019.83,10.18,,,36500000,528000,,,3140,5/15/2005 2:40,373068450,5/13/2005 16:38,5/13/2005 17:00,5000,1,P,Poor fit (only two data points) for CME launch time,,Fe-poor; ; ; slow rise-peak at the shock,,5/13/2005 17:25,5/15/2005 12:05,1
gsep_266,psep_263,cdaw_sep_097,6/16/2005 22:00,6/16/2005 20:45,6/17/2005 5:00,44,,,,,,,,,6/16/2005 20:01,6/16/2005 20:22,21,90,8,M4.0,10775,FALSE,,44,43,13.33,4.45,1.36,2310000,691000,217000,79100,43.8,6/17/2005 5:00,24856382,,,,1,P,Info taken from https://solarmonitor.org/motd_pop.php?date=20050617 for the flare and source AR.,,Fe-rich; ;p-rich; ,,6/16/2005 10:00,6/17/2005 21:05,1
gsep_266_1,,,7/10/2005 3:00,,,,,,7/9/2005 22:30,360,,1540,,,7/9/2005 21:47,7/9/2005 22:06,19,27,11,M2.8,10786,FALSE,,,,,,,,,,,2.95,7/10/2005 11:45,863310,,7/9/2005 22:15,14000,0,P,,,,Type II Radio burst From CDAW list; Flare data from LMSAL-HEK,7/9/2005 15:00,7/10/2005 19:00,0
gsep_267,psep_264,,7/14/2005 2:45,,,,lasco_10115,7/13/2005 14:03,7/13/2005 14:30,360,360,1423,1423,gid_soho_14101,7/13/2005 14:01,7/13/2005 14:49,48,90,11,M5.0,10786,FALSE,,,15.13,1.69,,,514000,81800,,,12.5,7/14/2005 2:55,3213548,,7/13/2005 14:15,14000,0,P,,,Fe-rich;e-rich;p-poor; ,Type II Radio burst From CDAW list,7/13/2005 14:45,7/14/2005 12:45,1
gsep_268,psep_265,cdaw_sep_098,7/14/2005 14:00,7/14/2005 13:05,7/15/2005 3:45,134,lasco_10121,7/14/2005 10:21,7/14/2005 10:54,360,360,2115,2115,gid_soho_14108,7/14/2005 10:16,7/14/2005 10:55,39,90,11,X1.2,10786,FALSE,,134,121.65,9.19,1.11,,11000000,826000,175000,,134,7/15/2005 3:45,138158800,,7/14/2005 11:00,3000,1,P,,,Fe-poor; ;p-rich; shock passage,Flare location verified by SRAG-SEP List; Type II Radio burst From CDAW list,7/14/2005 2:00,7/17/2005 3:25,1
gsep_269,psep_266,cdaw_sep_099,7/17/2005 17:35,7/17/2005 14:15,7/17/2005 22:40,22,lasco_10143,7/17/2005 11:11,7/17/2005 11:30,360,120,1527,1527,,,,,116,9,,10789,TRUE,,22,22.71,3.35,0.77,,1800000,410000,180000,,22.1,7/17/2005 22:40,13905544,,,,1,P,,,Fe-poor; ;p-rich; no shock passage,CME and Flare location verified by SRAG-SEP List,7/17/2005 5:35,7/18/2005 23:55,1
gsep_270,psep_267,,7/26/2005 20:55,,,,lasco_10178,7/26/2005 4:11,7/26/2005 4:54,360,360,1458,1458,,,,,-78,11,,10792,FALSE,,,43.86,3.04,0.92,,12100000,1330000,528000,,7.83,7/27/2005 21:55,4482123,,,,0,P,,,,AR from SRAG-SEP List,7/26/2005 8:55,7/27/2005 22:15,0
gsep_271,,cdaw_sep_100,7/27/2005 23:00,7/27/2005 22:25,7/29/2005 17:15,41,lasco_10183,7/27/2005 4:34,7/27/2005 4:54,360,360,1787,1787,gid_soho_14128,7/27/2005 4:33,7/27/2005 5:02,29,-90,11,M3.7,10792,FALSE,,41,,,,,,,,,41.1,7/29/2005 17:15,118414908,,7/27/2005 5:20,1000,1,P,,,,Type II Radio burst From CDAW list,7/27/2005 11:00,8/1/2005 10:15,1
gsep_272,psep_268,,8/22/2005 2:25,,,,lasco_10282,8/22/2005 0:52,8/22/2005 1:31,360,360,1194,1194,gid_soho_14158,8/22/2005 0:44,8/22/2005 1:33,49,54,-11,M2.6,10798,FALSE,,,8.99,1.41,0.77,,287000,63800,31300,,7.28,8/22/2005 6:40,2408002,,8/22/2005 1:30,8000,0,P,,,Fe-rich; ;p-rich; ,Type II Radio burst From CDAW list,8/21/2005 14:25,8/22/2005 19:00,0
gsep_273,psep_269,cdaw_sep_101,8/22/2005 20:40,8/22/2005 19:20,8/23/2005 10:45,337,lasco_10287,8/22/2005 17:00,8/22/2005 17:30,360,360,2378,2378,gid_soho_14159,8/22/2005 16:46,8/22/2005 17:27,41,65,-13,M5.6,10798,FALSE,,337,345.68,16.18,1.52,0.97,24700000,1090000,220000,98600,337,8/23/2005 10:45,276545039,,8/22/2005 17:15,12000,1,P,,,Fe-poor; ;p-rich; shock passage,Type II Radio burst From CDAW list,8/22/2005 8:40,8/24/2005 12:40,1
gsep_274,psep_270,cdaw_sep_102,9/8/2005 2:25,9/7/2005 20:10,9/11/2005 4:25,45,,,,,,,,gid_soho_14184,9/7/2005 17:17,9/7/2005 17:40,23,-77,-11,X17.0,10808,FALSE,,1880,1941.83,108.1,14.54,3.25,154000000,15200000,2420000,563000,1880,9/11/2005 4:25,1961522884,9/7/2005 17:42,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,9/7/2005 14:25,9/13/2005 22:40,1
gsep_275,psep_271,cdaw_sep_103,9/14/2005 0:40,9/13/2005 23:00,9/14/2005 15:20,183,lasco_10371,9/13/2005 19:35,9/13/2005 20:00,360,360,1866,1866,gid_soho_14240,9/13/2005 19:19,9/13/2005 19:27,8,-10,-9,X1.5,10808,FALSE,,183,276.2,8.04,1.04,,15700000,758000,151000,,235,9/15/2005 9:05,187172924,,9/13/2005 20:20,1100,1,P,,,Fe-poor; ;p-rich; shock passage,Type II Radio burst From CDAW list,9/13/2005 12:40,9/16/2005 13:20,1
