sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,gsep_fluence_gt10MeV,m_type2_onset_time,dh_type2_onset_time,start_fr,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end,Flag
gsep_119,psep_125,,5/9/1992 10:05,,,,,,,,,,,,5/8/1992 15:37,5/8/1992 15:40,3,-8,-26,M7.4,7154,FALSE,,4600,3849.09,47.46,2.07,0.41,44600000,991000,228000,120000,4650,5/9/1992 21:00,628719398,,,,1,P,,,,AR from LMSAL-HEK,5/8/1992 22:05,5/10/1992 10:45,1
gsep_120,psep_126,,5/21/1992 20:00,,,,,,,,,,,,5/21/1992 18:05,5/21/1992 18:10,5,-17,22,C3.6,7172,FALSE,,,1.55,,,,57400,,,,0.82,5/21/1992 21:55,213765,,,,0,S,,,,AR from LMSAL-HEK; Data corrected for spike,5/21/1992 8:00,5/22/1992 17:00,0
gsep_121,psep_127,,5/24/1992 9:30,,,,,,,,,,,,5/24/1992 4:30,5/24/1992 5:33,63,,,C1.1,,TRUE,,,4.08,,,,143000,,,,4.91,5/24/1992 11:55,876256,,,,0,P,,,,Flare location unavailable,5/23/1992 21:30,5/24/1992 18:10,0
gsep_122,psep_128,,6/25/1992 20:45,,,,,,,,,,,,6/25/1992 17:49,6/25/1992 17:55,6,69,9,X3.9,7205,FALSE,,390,284.72,41.91,17.2,7.74,18000000,2650000,664000,271000,389,6/26/1992 6:15,250430676,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),6/25/1992 8:45,6/27/1992 18:15,1
gsep_123,,,6/28/1992 9:40,,,,,,,,,,,,6/28/1992 5:14,6/28/1992 5:20,6,90,11,X1.8,7205,FALSE,,,20,,,,,,,,25.8,6/29/1992 2:45,19518451,,,,0,P,,,,AR & Flare location from Kurt et al. (2004),6/27/1992 21:40,6/29/1992 14:45,1
gsep_124,psep_129,,8/6/1992 15:15,,,,,,,,,,,,8/3/1992 6:29,8/3/1992 7:02,33,-68,-9,M4.8,7248,FALSE,,14,13.12,1.2,,,825000,205000,,,12.4,8/6/1992 15:40,3538288,,,,1,P,Taken by 5,,,AR from LMSAL-HEK,8/6/1992 3:15,8/7/1992 5:10,1
gsep_124_1,,,10/6/1992 13:45,,,,,,,,,,,,10/5/1992 15:09,10/5/1992 15:22,13,-32,10,M1.4,7305,FALSE,,,,,,,,,,,0.794,10/8/1992 8:50,345382,,,,0,P,,,,Flare data from LMSAL-HEK,10/6/1992 1:45,10/8/1992 13:40,0
gsep_125,psep_130,,10/30/1992 19:20,,,,,,,,,,,,10/30/1992 17:02,10/30/1992 17:30,28,61,-22,X1.7,7321,FALSE,,2700,1962.07,363.46,42.12,6.72,157000000,20600000,2040000,292000,2680,10/31/1992 7:10,2572855056,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),10/30/1992 7:20,11/1/1992 12:05,1
gsep_126,psep_131,,11/2/1992 3:10,,,,,,,,,,,,11/2/1992 2:31,11/2/1992 3:08,4,90,-23,X9.0,7321,FALSE,,,904.72,301.43,137.96,65.74,56600000,14300000,4540000,1730000,1060,11/2/1992 9:10,756357658,,,,0,P,Taken by 4,,,AR & Flare location from Kurt et al. (2004) and LMSAL-HEK,11/1/1992 15:10,11/3/1992 12:50,1
gsep_127,psep_132,,11/23/1992 20:50,,,,,,,,,,,,11/23/1992 20:18,11/23/1992 20:29,11,89,-8,M4.4,7342,FALSE,,,2.73,,,,170000,,,,2.84,11/23/1992 22:15,425537,,,,0,P,,,,AR from LMSAL-HEK,11/23/1992 8:50,11/24/1992 5:50,0
gsep_128,psep_133,,11/29/1992 10:40,,,,,,,,,,,,11/29/1992 8:15,11/29/1992 8:58,43,,,C9.1,,TRUE,,,7.76,1.12,,,420000,167000,,,8.57,11/29/1992 15:20,2258434,,,,0,P,,,,Flare location unavailable,11/28/1992 22:40,11/30/1992 3:00,0
gsep_129,psep_134,,3/4/1993 15:05,,,,,,,,,,,,3/4/1993 12:14,3/4/1993 12:22,8,55,-13,C8.1,7434,FALSE,,17,14.22,3.43,1.35,0.61,671000,199000,99200,55800,17.1,3/4/1993 16:15,5059560,,,,1,P,,Brief data gap,,AR & Flare location from Kurt et al. (2004),3/4/1993 3:05,3/5/1993 5:20,1
gsep_130,psep_135,,3/7/1993 4:45,,,,,,,,,,,,3/6/1993 20:14,3/6/1993 20:33,19,-29,-4,M7.7,7440,FALSE,,,9.73,1.61,,,770000,232000,,,10.8,3/7/1993 7:10,3367737,,,,0,P,,Brief data gap,,AR from LMSAL-HEK,3/6/1993 16:45,3/7/1993 18:15,1
gsep_131,psep_136,,3/12/1993 20:10,,,,,,,,,,,,3/12/1993 17:03,3/12/1993 18:01,58,48,-3,M7.0,7440,FALSE,,44,35.13,7.67,2.87,1.32,1640000,357000,148000,75900,44,3/13/1993 1:55,18948252,,,,1,P,,Brief data gap,,AR & Flare location from Kurt et al. (2004),3/12/1993 8:10,3/13/1993 15:30,1
gsep_131_1,,,5/14/1993 23:10,,,,,,,,,,,,5/14/1993 21:54,5/14/1993 22:53,59,48,20,M4.4,7500,FALSE,,,,,,,,,,,4.2,5/15/1993 1:40,726494,,,,0,P,,,,Flare data from LMSAL-HEK,5/14/1993 11:10,5/15/1993 11:40,0
gsep_132,psep_137,,6/7/1993 15:15,,,,,,,,,,,,6/7/1993 13:54,6/7/1993 14:22,28,30,-10,M5.4,7518,FALSE,,,5.66,1.74,,,247000,93300,,,6.18,6/7/1993 18:35,1738608,,,,0,P,,Brief data gap,,AR from LMSAL-HEK,6/7/1993 3:15,6/8/1993 2:00,0
gsep_132_1,,,9/25/1993 4:10,,,,,,,,,,,,9/24/1993 16:56,9/24/1993 16:58,2,,,,7585,FALSE,,,,,,,,,,,1.42,9/25/1993 6:20,439801,,,,0,P,,,,Flare data from LMSAL-HEK,9/24/1993 16:10,9/25/1993 16:45,0
gsep_133,psep_138,,2/20/1994 3:05,,,,,,,,,,,,2/20/1994 1:38,2/20/1994 1:41,3,2,9,M4.0,7671,FALSE,,10000,8447.91,16.54,1.02,0.45,65400000,452000,146000,85500,10200,2/21/1994 9:00,981707492,,,,1,P,,,,AR & Flare location from Kurt et al. (2004); Data corrected for spike,2/19/1994 15:05,2/21/1994 16:45,1
gsep_134,psep_139,,10/20/1994 0:30,,,,,,,,,,,,10/19/1994 22:35,10/19/1994 23:13,38,24,12,M3.2,7790,FALSE,,35,30.26,2.66,0.93,0.45,1150000,171000,86900,50600,34.9,10/20/1994 3:40,12874624,,,,1,P,,Spike,,AR & Flare location from Kurt et al. (2004); Data corrected for spike,10/19/1994 12:30,10/20/1994 18:45,1
gsep_135,psep_140,,10/20/1995 8:25,,,,,,,,,,,,10/20/1995 5:54,10/20/1995 5:58,4,53,-11,M1.5,7912,FALSE,,63,46.97,4.76,1.19,,1870000,417000,208000,,62.7,10/20/1995 12:10,22052661,,,,1,P,,,,AR & Flare location from Kurt et al. (2004); Data corrected for spike,10/19/1995 20:25,10/21/1995 7:35,1
gsep_136,psep_141,cdaw_sep_001,11/4/1997 8:30,11/4/1997 6:40,11/4/1997 11:20,72,lasco_509,11/4/1997 5:11,11/4/1997 6:10,360,360,785,785,gid_soho_158,11/4/1997 5:52,11/4/1997 5:58,6,33,-14,X2.1,8100,FALSE,,72,54.49,16.38,4.88,1.51,2630000,717000,261000,113000,67.1,11/4/1997 13:00,24553809,11/4/1997 5:58,11/4/1997 6:00,14000,1,P,,,Fe-rich; ;p-rich; ,,11/3/1997 20:30,11/5/1997 2:55,1
gsep_137,psep_142,cdaw_sep_002,11/6/1997 13:05,11/6/1997 12:30,11/7/1997 2:55,495,lasco_521,11/6/1997 11:30,11/6/1997 12:10,360,360,1556,1556,gid_soho_181,11/6/1997 11:49,11/6/1997 11:55,6,63,-18,X9.4,8100,TRUE,,495,437.32,159.11,62.19,25.58,33200000,9940000,3230000,1130000,532,11/7/1997 3:00,418249780,11/6/1997 11:53,11/6/1997 12:20,14000,1,P,,,Fe-rich; ;p-rich; ,,11/6/1997 1:05,11/8/1997 6:00,1
gsep_137_1,,,11/13/1997 23:00,,,,,,11/13/1997 22:26,288,,546,,,,,,,,,,TRUE,,,,,,,,,,,2.55,11/14/1997 2:25,922644,,,,0,P,,,,Backside event,11/13/1997 11:00,11/14/1997 20:00,0
gsep_138,psep_143,cdaw_sep_003,4/20/1998 14:05,4/20/1998 11:15,4/21/1998 12:10,1700,lasco_878,4/20/1998 9:49,4/20/1998 10:07,243,150,1863,1863,gid_soho_547,4/20/1998 9:38,4/20/1998 10:21,43,119,-17,M1.4,8202,TRUE,,1700,1212.01,229.26,23.91,2.58,97400000,16900000,1830000,337000,1610,4/21/1998 11:45,1557756330,4/20/1998 9:56,4/20/1998 10:25,10000,1,P,,,Fe-poor; ;p-rich; no shock passage,,4/20/1998 2:05,4/23/1998 5:40,1
gsep_139,psep_144,,4/29/1998 17:30,,,,lasco_901,4/29/1998 16:22,4/29/1998 16:58,360,360,1374,1374,gid_soho_557,4/29/1998 16:06,4/29/1998 16:37,31,-20,-18,M6.8,8210,FALSE,,,3.58,,,,570000,,,,2.51,4/30/1998 17:20,2092392,,4/29/1998 16:30,10000,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Type II Radio burst From CDAW list,4/29/1998 5:30,5/1/1998 11:10,0
gsep_140,psep_145,cdaw_sep_004,5/2/1998 14:10,5/2/1998 14:00,5/2/1998 16:50,146,lasco_910,5/2/1998 13:07,5/2/1998 14:06,360,360,938,938,gid_soho_569,5/2/1998 13:31,5/2/1998 13:42,11,15,-15,X1.1,8210,FALSE,,146,121.9,39.13,13.69,5.5,4540000,1470000,533000,217000,149,5/2/1998 16:55,38232894,5/2/1998 13:41,5/2/1998 14:25,5000,1,P,,,Fe-rich; ;p-rich; ,,5/2/1998 2:10,5/3/1998 4:25,1
gsep_141,psep_146,cdaw_sep_005,5/6/1998 8:40,5/6/1998 8:25,5/6/1998 9:45,207,lasco_923,5/6/1998 7:49,5/6/1998 8:29,190,248,1099,792,gid_soho_601,5/6/1998 7:58,5/6/1998 8:09,11,65,-11,X2.7,8210,TRUE,,207,173.59,33.53,8.16,2.45,2760000,667000,236000,103000,239,5/6/1998 9:45,23505019,5/6/1998 8:05,5/6/1998 8:25,14000,1,P,,,Fe-rich; ;p-rich; ,,5/5/1998 20:40,5/6/1998 14:35,1
gsep_142,psep_147,cdaw_sep_006,5/9/1998 23:30,5/9/1998 6:20,5/9/1998 23:05,11,lasco_941,5/9/1998 3:20,5/9/1998 3:35,178,178,2331,2331,gid_soho_629,5/9/1998 3:04,5/9/1998 3:40,36,102,-11,M7.7,8210,TRUE,,11,10.49,2.33,,,902000,331000,,,12.3,5/10/1998 0:20,3550917,5/9/1998 3:26,5/9/1998 3:35,9000,1,P,,,Fe-rich; ;p-rich; ,,5/9/1998 11:30,5/10/1998 14:50,1
gsep_143,psep_148,,6/16/1998 21:00,,,,lasco_1094,6/16/1998 17:50,6/16/1998 18:27,281,100,1484,1484,gid_soho_749,6/16/1998 18:03,6/16/1998 18:42,39,115,17,M1.0,,TRUE,,,3.38,1.54,,,748000,417000,,,2.21,6/18/1998 3:35,2082733,,6/16/1998 18:20,12000,0,P,,,,Type II Radio burst From CDAW list,6/16/1998 9:00,6/18/1998 12:30,0
gsep_144,psep_149,,8/23/1998 0:40,,,,,,,,,,,,8/21/1998 23:57,8/22/1998 0:09,11,-51,42,M9.0,8307,FALSE,,,4.16,,,,684000,,,,3.39,8/23/1998 6:35,1507399,,,,0,P,,,,Flare location verified by SRAG-SEP List,8/22/1998 12:40,8/23/1998 15:30,0
gsep_145,psep_150,cdaw_sep_007,8/24/1998 23:55,8/24/1998 23:10,8/26/1998 10:55,187,,,,,,,,gid_soho_1088,8/24/1998 21:50,8/24/1998 22:12,22,-9,35,X1.0,8307,FALSE,,665,475.22,26.87,5.88,2.27,33500000,3020000,690000,276000,665,8/26/1998 10:55,535326634,8/24/1998 22:03,,,1,P,,,Fe-rich; ;p-rich; ,AR verified by SRAG-SEP List,8/24/1998 11:55,8/27/1998 23:55,1
gsep_146,psep_151,cdaw_sep_008,9/24/1998 18:45,9/23/1998 14:20,9/25/1998 1:30,1,,,,,,,,gid_soho_1088,9/23/1998 6:40,9/23/1998 7:13,33,-9,18,M7.1,8340,FALSE,,44,33.32,1.58,,,466000,106000,,,44.1,9/25/1998 1:30,5406260,9/23/1998 6:57,,,1,P,,,,Probable ESP - SRAG-SEP,9/24/1998 6:45,9/26/1998 7:00,1
gsep_147,psep_152,cdaw_sep_009,9/30/1998 15:20,9/30/1998 14:20,10/1/1998 0:25,1160,,,,,,,,gid_soho_1114,9/30/1998 13:08,9/30/1998 13:50,42,81,23,M2.8,8340,FALSE,,1160,802.19,78.5,8.25,1.59,32300000,2510000,445000,168000,1160,10/1/1998 0:25,550826624,9/30/1998 13:22,,,1,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List,9/30/1998 3:20,10/1/1998 23:30,1
gsep_148,psep_153,,10/18/1998 22:45,,,,,,,,,,,,10/18/1998 1:34,10/18/1998 1:42,8,58,21,M2.4,8358,FALSE,,,4.79,1.73,,,412000,204000,,,4.24,10/19/1998 7:10,1855961,,,,0,P,,,Fe-rich;e-rich;p-poor; ,Flare data from SOHO/EIT flare catalog Rotti et al. (2020),10/18/1998 10:45,10/19/1998 23:15,0
gsep_149,psep_154,,11/5/1998 23:20,,,,lasco_1187,11/5/1998 20:00,11/5/1998 20:44,360,360,1118,1118,gid_soho_1224,11/5/1998 19:00,11/5/1998 19:55,55,18,22,M8.4,8375,TRUE,,,9.65,,,,967000,,,,9.55,11/6/1998 13:05,3308038,,11/5/1998 22:00,5000,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Type II Radio burst From CDAW list,11/5/1998 11:20,11/7/1998 0:00,0
gsep_150,,cdaw_sep_010,11/8/1998 2:45,11/7/1998 22:25,11/8/1998 2:45,11,,,,,,,,,,,,,,,,TRUE,,11,,,,,,,,,10.6,11/8/1998 2:45,1661057,,,,1,P,"Taken from CDAW -    ACE shock 08/04:00 UT (unrelated, 05/20:44 HCME)",,,,11/7/1998 14:45,11/8/1998 15:10,1
gsep_151,psep_155,cdaw_sep_011,11/14/1998 8:10,11/14/1998 6:30,11/14/1998 12:45,314,,,,,,,,gid_soho_1301,11/14/1998 5:00,11/14/1998 5:08,8,127,28,C1.3,8375,FALSE,,314,245.35,51.97,11.01,2.59,9180000,2070000,542000,191000,314,11/14/1998 12:45,119716546,11/14/1998 5:06,,,1,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List,11/13/1998 20:10,11/15/1998 15:00,1
gsep_151_1,,,11/22/1998 7:00,,,,,,,,,,,,11/22/1998 6:30,11/22/1998 6:42,12,82,-27,X3.7,8384,FALSE,,,,,,,,,,,3.87,11/22/1998 9:25,635189,,,,0,P,,,,Flare data from LMSAL-HEK,11/21/1998 19:00,11/22/1998 15:10,0
gsep_151_2,,,11/24/1998 3:00,,,,,,11/24/1998 2:30,,,,,,11/24/1998 2:07,11/24/1998 2:20,13,81,-30,X1.0,8384,FALSE,,,,,,,,,,,2.51,11/24/1998 10:45,1432449,,,,0,P,,,,Flare data from LMSAL-HEK,11/23/1998 15:00,11/25/1998 18:00,0
gsep_151_3,,,1/22/1999 20:00,,,,,,,,,,,,1/22/1999 17:05,1/22/1999 17:24,19,44,19,M1.4,8440,FALSE,,,,,,,,,,,9.46,1/22/1999 22:45,981836,,,,0,P,,,,Flare data from LMSAL-HEK,1/22/1999 8:00,1/23/1999 0:00,0
gsep_152,psep_156,cdaw_sep_012,1/23/1999 10:35,1/20/1999 22:50,1/23/1999 11:53,14,,,,,,,,gid_soho_1785,1/20/1999 19:06,1/20/1999 20:04,58,-95,27,M5.2,,TRUE,,14,11.76,1.91,0.9,,1850000,624000,324000,,14.1,1/23/1999 11:35,3949924,1/20/1999 19:14,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Behind Eastern Limb,1/22/1999 22:35,1/24/1999 0:00,1
gsep_153,psep_157,cdaw_sep_013,4/24/1999 18:40,4/24/1999 15:30,4/25/1999 0:55,32,lasco_1510,4/24/1999 12:54,4/24/1999 13:31,360,360,1495,1495,,,,,130,22,,8517,FALSE,,32,24.2,2.58,,,1450000,303000,,,31.8,4/25/1999 0:55,15307875,,,,1,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List,4/24/1999 6:40,4/25/1999 13:45,1
gsep_154,psep_158,cdaw_sep_014,5/5/1999 18:20,5/4/1999 3:00,5/5/1999 19:55,14,lasco_1537,5/3/1999 5:43,5/3/1999 6:06,360,360,1584,1584,gid_soho_2121,5/3/1999 5:36,5/3/1999 6:02,26,-32,15,M4.4,8525,FALSE,,14,11.56,,,,1390000,,,,14,5/5/1999 19:55,9077513,5/3/1999 5:50,5/3/1999 5:50,8000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,5/5/1999 6:20,5/6/1999 23:55,1
gsep_154_1,,,5/9/1999 19:00,,,,,,5/9/1999 18:27,172,,615,,,5/9/1999 17:53,5/9/1999 18:07,14,90,23,M7.6,8526,FALSE,,,,,,,,,,,2.14,5/9/1999 22:30,321788,,,,0,P,,,,Behind Western Limb; Flare data from LMSAL-HEK,5/9/1999 7:00,5/10/1999 1:00,0
gsep_155,psep_159,,5/27/1999 11:15,,,,lasco_1607,5/27/1999 10:32,5/27/1999 11:06,360,360,1691,1691,gid_soho_2265,,,,144,25,,8549,FALSE,,,8.18,2.15,,,446000,199000,,,9.02,5/27/1999 14:10,2144805,,,,0,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb,5/26/1999 23:15,5/27/1999 23:45,0
gsep_156,psep_160,cdaw_sep_015,6/2/1999 2:50,6/1/1999 21:00,6/2/1999 10:10,48,lasco_1622,6/1/1999 18:26,6/1/1999 19:37,360,360,1772,1772,,,,,,,,,TRUE,,48,36.79,5.54,1.42,0.67,2830000,507000,180000,84400,48.2,6/2/1999 10:10,39998908,,,,1,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,6/1/1999 14:50,6/3/1999 23:55,1
gsep_157,psep_161,cdaw_sep_016,6/4/1999 9:25,6/4/1999 8:30,6/4/1999 10:55,64,lasco_1634,6/4/1999 6:38,6/4/1999 7:26,150,150,2230,2230,gid_soho_2327,6/4/1999 6:52,6/4/1999 7:03,11,69,17,M3.9,8552,FALSE,,64,46.24,3.42,0.95,,3360000,525000,235000,,64,6/4/1999 10:55,41982523,6/4/1999 7:02,6/4/1999 7:05,14000,1,P,,,Fe-rich; ;p-rich; ,,6/3/1999 21:25,6/5/1999 17:40,1
gsep_157_1,,,6/11/1999 2:15,,,,,,6/11/1999 1:27,101,,719,,,6/11/1999 1:05,6/11/1999 1:10,5,,,C1.0,,TRUE,,,,,,,,,,,4.58,6/11/1999 3:35,554799,,,,0,P,,,,Behind Western Limb; Flare data from LMSAL-HEK,6/10/1999 14:15,6/11/1999 9:00,0
gsep_157_2,,,6/25/1999 10:00,,,,,,6/24/1999 13:31,360,,975,,,6/24/1999 12:04,6/24/1999 14:12,128,13,29,C4.1,8595,FALSE,,,,,,,,,,,1.28,6/26/1999 9:40,568616,,,,0,P,,,,Flare data from LMSAL-HEK,6/24/1999 22:00,6/27/1999 3:00,0
gsep_157_3,,,11/17/1999 19:00,,,,,,,,,,,,11/17/1999 9:47,11/17/1999 9:57,10,-21,17,M7.4,8766,FALSE,,,,,,,,,,,1.59,11/19/1999 7:10,1008600,,,,0,P,,,,Flare data from LMSAL-HEK,11/17/1999 7:00,11/19/1999 12:40,0
gsep_158,psep_162,cdaw_sep_017,2/18/2000 11:30,2/18/2000 10:05,2/18/2000 12:15,13,lasco_2498,2/17/2000 19:51,2/18/2000 21:54,118,118,890,890,gid_soho_3872,,,,103,27,,8858,FALSE,,13,10.79,2.72,0.95,0.53,372000,114000,51800,26200,13,2/18/2000 12:15,2206718,2/18/2000 9:19,,,1,P,,,Fe-rich; ;p-rich; ,CME and flare location verified by SRAG-SEP List; Flaring AR behind Sun,2/17/2000 23:30,2/18/2000 17:25,1
gsep_159,psep_163,cdaw_sep_018,4/4/2000 20:55,4/4/2000 17:00,4/5/2000 9:30,55,lasco_2735,4/4/2000 14:42,4/4/2000 16:32,360,360,1188,1188,gid_soho_4317,4/4/2000 15:12,4/4/2000 15:41,29,66,16,C9.7,8933,FALSE,,55,39.25,1.44,,,2330000,231000,,,55.8,4/5/2000 9:30,31786119,4/4/2000 15:25,4/4/2000 15:45,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,4/4/2000 8:55,4/6/2000 2:35,1
gsep_160,psep_164,,5/15/2000 22:05,,,,lasco_2941,5/15/2000 15:36,5/15/2000 16:26,165,165,1212,1212,gid_soho_4571,5/15/2000 15:46,5/15/2000 16:01,15,67,-24,C7.8,8993,FALSE,,,2.38,,,,239000,,,,1.86,5/16/2000 1:25,974164,,5/15/2000 16:47,4800,0,P,,,Fe-rich;e-rich;p-poor; ,Multiple rises until 18th May; Type II Radio burst From CDAW list,5/15/2000 10:05,5/17/2000 7:25,0
gsep_161,psep_165,cdaw_sep_019,6/7/2000 13:35,6/6/2000 22:20,6/8/2000 9:40,84,lasco_3041,6/6/2000 15:11,6/6/2000 15:54,360,360,1119,1119,gid_soho_4756,6/6/2000 14:58,6/6/2000 15:25,27,-18,20,X2.3,9026,FALSE,,84,60.14,1.62,,,3760000,277000,,,84.3,6/8/2000 9:40,58689186,6/6/2000 15:16,6/6/2000 15:20,14000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,6/7/2000 1:35,6/9/2000 11:30,1
gsep_162,psep_166,cdaw_sep_020,6/10/2000 18:05,6/10/2000 17:40,6/10/2000 20:45,46,lasco_3066,6/10/2000 16:34,6/10/2000 17:08,360,360,1108,1108,gid_soho_4785,6/10/2000 16:40,6/10/2000 17:02,22,38,22,M5.2,9026,FALSE,,46,35.26,9.83,2.85,0.85,1530000,314000,106000,45800,46,6/10/2000 20:45,19916290,6/10/2000 16:55,6/10/2000 17:15,10000,1,P,,,Fe-rich; ;p-rich; ,,6/10/2000 6:05,6/11/2000 18:00,1
gsep_162_1,,,6/17/2000 7:00,,,,,,6/17/2000 3:28,133,,857,,,6/17/2000 2:25,6/17/2000 2:37,12,72,22,M3.5,9033,FALSE,,,,,,,,,,,3.87,6/18/2000 4:45,1232750,,6/17/2000 3:00,14000,0,P,,,,Type II Radio burst From CDAW list; Flare data from LMSAL-HEK,6/16/2000 19:00,6/18/2000 16:20,0
gsep_163,psep_167,,6/25/2000 11:35,,,,lasco_3143,6/25/2000 7:34,6/25/2000 7:54,165,165,1617,1617,gid_soho_4884,6/25/2000 7:17,6/25/2000 7:52,35,55,16,M1.9,9046,FALSE,,,4.3,,,,553000,,,,4.57,6/26/2000 1:30,1834967,,6/25/2000 8:10,12000,0,P,,,Fe-poor; ;p-rich; no shock passage,Type II Radio burst From CDAW list,6/24/2000 23:35,6/26/2000 12:25,0
gsep_164,psep_168,,7/12/2000 19:40,,,,lasco_3248,7/12/2000 19:44,7/12/2000 20:30,101,101,820,820,gid_soho_5002,7/12/2000 18:41,7/12/2000 18:49,8,64,16,M5.7,9070,FALSE,,,7.32,,,,327000,,,,8.61,7/13/2000 15:05,2046490,,7/12/2000 20:05,6000,0,P,,,,Probable ESP - SRAG-SEP,7/12/2000 7:40,7/13/2000 16:30,0
gsep_165,psep_169,cdaw_sep_021,7/14/2000 10:45,7/14/2000 10:35,7/15/2000 12:30,24000,lasco_3258,7/14/2000 10:17,7/14/2000 10:54,360,360,1674,1674,gid_soho_5021,7/14/2000 10:03,7/14/2000 10:24,21,7,22,X5.7,9077,FALSE,,24000,18133.72,3467.59,639.84,203.39,39600000,217000000,33300000,6610000,24000,7/15/2000 12:30,16094070911,7/14/2000 10:19,7/14/2000 10:30,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,7/13/2000 22:45,7/16/2000 3:55,1
gsep_166,psep_170,cdaw_sep_022,7/22/2000 13:20,7/22/2000 12:25,7/23/2000 14:05,17,lasco_3282,7/22/2000 11:10,7/22/2000 11:54,229,259,1230,1230,gid_soho_5108,7/22/2000 11:17,7/22/2000 11:34,17,56,14,M3.7,9085,FALSE,,17,14.07,3.38,0.99,0.49,629000,157000,71000,36600,17.6,7/22/2000 14:05,6391357,7/22/2000 11:25,7/22/2000 11:45,14000,1,P,,,Fe-poor; ;p-rich; no shock passage,,7/22/2000 1:20,7/23/2000 5:30,1
gsep_167,psep_171,cdaw_sep_023,7/28/2000 10:50,7/28/2000 1:45,7/28/2000 5:20,12,lasco_3301,7/27/2000 19:03,7/27/2000 19:54,360,360,905,905,,7/27/2000 23:37,7/27/2000 23:42,5,78,11,M1.2,9090,FALSE,,12,15.71,1.31,,,615000,161000,,,18.5,7/28/2000 11:30,2105955,,,,1,P,Uncertain C or M-class flare,,,Probable ESP - SRAG-SEP,7/27/2000 22:50,7/28/2000 18:35,1
gsep_168,,cdaw_sep_024,8/11/2000 16:50,8/11/2000 14:30,8/11/2000 16:55,17,,,8/11/2000 16:54,271,,300,,,,,,,,,,TRUE,,17,,,,,,,,,17.5,8/11/2000 16:55,616693,,,,1,P,"Taken from CDAW -   SOHO shock 11/18:19 UT (unrelated, 09/16:30 HCME)",,,Backside event; Probable ESP - SRAG-SEP,8/11/2000 4:50,8/11/2000 19:20,1
gsep_169,psep_172,,8/13/2000 0:45,,,,lasco_3382,8/12/2000 14:45,8/12/2000 15:54,117,117,499,499,,8/12/2000 9:45,8/12/2000 9:56,11,79,16,M1.1,9119,TRUE,,,4.34,,,,274000,,,,4.92,8/13/2000 6:35,984452,,,,0,P,,,,Ambiguous Event - SRAG-SEP,8/12/2000 12:45,8/13/2000 17:25,0
gsep_170,psep_173,cdaw_sep_025,9/12/2000 16:00,9/12/2000 13:50,9/13/2000 3:40,321,lasco_3525,9/12/2000 11:37,9/12/2000 11:54,360,360,1550,1550,gid_soho_5378,9/12/2000 11:31,9/12/2000 12:13,42,9,-17,M1.0,9163,TRUE,,321,222.17,6.74,1.05,0.47,15700000,963000,270000,118000,321,9/13/2000 3:40,221092662,9/12/2000 11:33,9/12/2000 12:00,14000,1,P,,,Fe-rich; ;p-rich; ,,9/12/2000 4:00,9/14/2000 7:30,1
gsep_171,psep_174,cdaw_sep_026,10/16/2000 11:25,10/16/2000 8:10,10/16/2000 18:40,15,lasco_3685,10/16/2000 6:40,10/16/2000 7:27,360,360,1336,1336,gid_soho_5632,10/16/2000 6:40,10/16/2000 7:28,48,107,4,M2.5,9182,TRUE,,15,12.05,3.1,0.85,0.45,1340000,371000,165000,84700,15.1,10/16/2000 18:40,12047581,10/16/2000 7:08,10/16/2000 7:10,14000,1,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,10/15/2000 23:25,10/17/2000 17:30,1
