sep_index,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,ppf_gt10MeV,fl_rise_time,fl_lon,fl_lat,fluence_gt10MeV,gsep_fluence_gt10MeV,gsep_pf_gt10MeV,cme_fl_interval,fl_cme_launch_interval,fl_cme_peak_interval,GOES_X_ray_flux_value
gsep_275,1.0,1.0,0.49652432969215493,0.515450780503345,0.010593949045202063,0.016181229773462782,0.410958904109589,0.3492063492063492,0.01706432358203076,0.011595127048170364,0.00584487520740284,0.9320943531093638,0.8161065313887127,0.8169642857142857,0.05316564241817922
gsep_276,1.0,1.0,0.1804038397881496,0.21121376234469577,6.964103528363053e-05,0.06472491909385113,0.6118721461187214,0.3492063492063492,0.00022212617423226957,7.908346020575899e-05,1.954975412424621e-05,0.9385275196568977,0.8218135700697526,0.8322704081632653,0.00850364441903673
gsep_279,1.0,1.0,0.46607083747103606,0.486142083466072,0.02663769599598868,0.0744336569579288,0.5616438356164384,0.3968253968253968,0.043434967912068675,0.028641176458490916,0.017449408745256682,0.9399571122230165,0.823715916296766,0.8360969387755102,0.12105187937687581
gsep_280,1.0,1.0,0.2234359483614697,0.2529467983434215,0.000595430851675041,0.21035598705501618,0.6666666666666666,0.3968253968253968,0.0007681407601529717,0.0015153145441314708,0.005343599460627297,0.9435310936383131,0.7996195307545974,0.8386479591836735,0.05316564241817922
gsep_282,1.0,1.0,0.277722608407812,0.30487416374641607,0.0005343014984816321,0.07766990291262135,0.684931506849315,0.7619047619047619,0.0008239458581128029,0.00014551796606908436,0.00031026462346672284,0.9378127233738385,0.8256182625237793,0.8386479591836735,0.0011433471487780477
gsep_283,0.37142857142857144,0.4358974358974359,0.3657729228732208,0.38961452691940107,0.00012496696887007036,0.1941747572815534,0.867579908675799,0.7619047619047619,0.00032279419408137695,6.441586532550156e-05,5.828333107759248e-05,0.9335239456754825,0.8034242232086239,0.8392857142857143,0.0011790767471773617
gsep_284,1.0,1.0,0.5822575306190003,0.5979611341191462,0.0011811893373384666,0.08414239482200647,0.726027397260274,0.873015873015873,0.00415255581877568,0.0036286997056133308,0.0012177491716418287,0.9249463902787706,0.8249841471147749,0.8392857142857143,0.01279119622695441
gsep_288,1.0,1.0,0.2942734193975505,0.32080280344058615,0.0020532498569457067,0.07119741100323625,0.7031963470319634,0.15873015873015872,0.004272919755551787,0.0024808526764325766,0.0017811831110175398,0.9449606862044317,0.8325935320228282,0.8443877551020408,0.00850364441903673
gsep_290,1.0,0.2403846153846154,0.3141343925852367,0.028671551449506213,0.0021905974543106445,0.042071197411003236,0.6210045662100456,0.7936507936507936,0.006756793723567806,0.006629785010638814,0.002370507942714208,0.9442458899213724,0.8332276474318326,0.8392857142857143,0.03279977133057024
gsep_291,0.5607142857142857,0.6057692307692307,0.3234028467394902,0.3488372093023256,5.803419606969211e-05,0.022653721682847898,0.7351598173515982,0.746031746031746,0.0,0.0,5.600252642976375e-05,0.9342387419585418,0.8363982244768547,0.8386479591836735,0.01207660425896813
gsep_292,1.0,1.0,0.4117841774246938,0.433896145269194,0.0009622069708354952,0.045307443365695796,0.771689497716895,0.7619047619047619,0.0009311791836042433,0.000537080109192003,0.0006295772741627442,0.9342387419585418,0.8287888395688016,0.8354591836734694,0.24610547377447478
