sep_index,fl_rise_time,fl_lon,fl_lat,fluence_gt10MeV,GOES_X_ray_flux_value,sin_lat,cos_lat,sin_lon,cos_lon
gsep_001,0.016025641025641024,0.34801762114537443,0.4230769230769231,0.00012462076282568116,0.10676004001715023,0.4260024983884486,0.9952545898558098,0.32081602522734987,0.9585348042421914
gsep_002,0.05128205128205128,0.41409691629955947,0.3717948717948718,0.0002843629171061855,0.010290124339002431,0.3706818604287901,0.9715564398473622,0.44773576836617324,0.9965800641443935
gsep_003,0.022435897435897436,0.44933920704845814,0.3717948717948718,0.00390919687006037,0.06031156209804202,0.3706818604287901,0.9715564398473622,0.5174497483512505,0.9996196982971819
gsep_004,0.057692307692307696,0.5330396475770925,0.32051282051282054,0.00721345239010916,0.01815063598685151,0.3158335971207199,0.9290210049793687,0.6791839747726501,0.9585348042421914
gsep_005,0.07371794871794872,0.5814977973568282,0.44871794871794873,0.0002668569275959933,0.0029655566671430607,0.45375578797068866,1.0,0.7649596321166025,0.9051376709249714
gsep_006,0.035256410256410256,0.775330396475771,0.47435897435897434,0.013756315969543517,0.02243818779476919,0.48152599441236715,1.0,0.9851478631379982,0.5267380481245657
gsep_007,0.08012820512820513,0.43612334801762115,0.48717948717948717,0.00042112846015456256,0.0012148063455766753,0.4954068680962573,0.998220245305918,0.49127379678135824,0.99990491733352
gsep_008,0.08974358974358974,0.8370044052863436,0.5769230769230769,0.0006027531013228073,0.003858796627125911,0.5920998706558214,0.95263257252847,1.0,0.37570819005542727
gsep_009,0.00641025641025641,0.8370044052863436,0.8589743589743589,0.0026509538740153017,0.003858796627125911,0.8774042586954506,0.44418075796075607,1.0,0.37570819005542727
gsep_010,0.022435897435897436,0.29955947136563876,0.0,0.0006126002204222904,0.0010361583535801056,0.0,0.2566086190618957,0.23504036788339755,0.9051376709249714
gsep_011,0.07692307692307693,0.5198237885462555,0.02564102564102564,0.006775802652354353,0.04959268257824781,0.022748021377028194,0.3345998709911387,0.6545084971874737,0.9694449839729087
gsep_012,0.041666666666666664,0.8370044052863436,0.7435897435897436,0.00048130529909584847,0.0011790767471773617,0.7656772242026049,0.7169340542220317,1.0,0.37570819005542727
gsep_013,0.038461538461538464,0.7004405286343612,0.19230769230769232,4.113907534895181e-05,0.0007503215663855937,0.1825239940828953,0.7418522483131734,0.9285836503510562,0.6972422420313934
gsep_014,0.00641025641025641,0.3436123348017621,0.2564102564102564,0.0003773634863790819,0.0324424753465771,0.24834430588727566,0.8496861399861888,0.312696703292044,0.9545414767743124
gsep_016,0.125,0.22026431718061673,0.11538461538461539,0.000182609353078193,0.004930684579105331,0.10644686486531241,0.5760032947659386,0.116977778440511,0.7769952303165825
gsep_017,0.009615384615384616,0.04405286343612335,0.7692307692307693,0.0017318894247302082,0.00814634843504359,0.7912398340135461,0.6638049367281713,0.0,0.37570819005542727
gsep_018,0.016025641025641024,0.7312775330396476,0.20512820512820512,0.0001880799748001281,0.08889524081749321,0.1955302793541884,0.7656626338236662,0.9567727288213004,0.6296305451319982
gsep_019,0.0641025641025641,0.4713656387665198,0.6666666666666666,0.0007340480226492492,0.0006431327711876519,0.6869374764957801,0.8496861399861888,0.5609346717025737,0.9953466235171085
gsep_021,0.00641025641025641,0.30837004405286345,0.2564102564102564,0.00039158710285611316,0.0021437759039588393,0.24834430588727566,0.8496861399861888,0.25,0.9163607568419939
gsep_022,0.009615384615384616,0.2775330396475771,0.7948717948717948,0.0016224769902915064,0.167500357295984,0.8164081883592548,0.6063400109878387,0.19909248842397587,0.8742897981088588
